ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,timestamp
3.7e-05,5.1e-05,4.4999999999999996e-05,4.4e-05,4.1e-05,3.1e-05,5.6e-05,4.9e-05,0.0
3.7999999999999995e-05,4.4999999999999996e-05,4.4e-05,3.5e-05,3.4e-05,2.3e-05,4.4999999999999996e-05,4.4999999999999996e-05,0.00625
2.1e-05,3.2999999999999996e-05,2.9999999999999997e-05,2.4e-05,2.3e-05,1.8e-05,3.2e-05,2.8e-05,0.0125
2.7e-05,4.4e-05,3.5e-05,3.2999999999999996e-05,2.7e-05,2.4999999999999998e-05,4.2999999999999995e-05,3.6e-05,0.01875
8e-06,1.9999999999999998e-05,1.4999999999999999e-05,1.3e-05,6e-06,4e-06,2.4e-05,1.4e-05,0.025
4.9999999999999996e-06,1.2e-05,9.999999999999999e-06,9.999999999999999e-06,7e-06,8e-06,2.2e-05,4e-06,0.03125
7e-06,1.7e-05,9.999999999999999e-06,8e-06,-1e-06,4.9999999999999996e-06,1.7e-05,7e-06,0.0375
-9e-06,7e-06,-8e-06,-3e-06,-1.9999999999999998e-05,-6e-06,0.0,-8e-06,0.04375
1e-06,2.1e-05,-2e-06,9e-06,-1.6e-05,-1e-06,6e-06,4e-06,0.05
-9.999999999999999e-06,1.4999999999999999e-05,-1.3e-05,1e-06,-3.1e-05,-1.2e-05,-7e-06,1e-06,0.05625
-2.1e-05,8e-06,-1.9999999999999998e-05,1e-06,-3.4e-05,-1.2e-05,-7e-06,-7e-06,0.0625
-6e-06,2.8e-05,-8e-06,1.8e-05,-2.6e-05,-2e-06,1.2e-05,9.999999999999999e-06,0.06875
-2.2e-05,1.8e-05,-2.3e-05,4.9999999999999996e-06,-4.2999999999999995e-05,-1.4e-05,-6e-06,-4e-06,0.075
-2.2e-05,2.3e-05,-1.4999999999999999e-05,1.3e-05,-3.1e-05,1e-06,-3e-06,-2e-06,0.08125
-1.1e-05,2.9999999999999997e-05,-9e-06,1.7e-05,-2.7e-05,1e-06,-1e-06,7e-06,0.0875
-2.3e-05,1.2e-05,-2.2e-05,-1e-06,-3.6e-05,-8e-06,-1.1e-05,-1.1e-05,0.09375
3e-06,2.6e-05,8e-06,1.3e-05,-7e-06,1.1e-05,1.4999999999999999e-05,9.999999999999999e-06,0.1
1.1e-05,3.1e-05,1.1e-05,1.2e-05,-1.4999999999999999e-05,-4e-06,9.999999999999999e-06,1.8e-05,0.10625
1e-06,2.9999999999999997e-05,4e-06,9.999999999999999e-06,-1.8e-05,-2e-06,4e-06,1.3e-05,0.1125
2.4999999999999998e-05,5.6e-05,2.4e-05,2.9999999999999997e-05,4e-06,2.3e-05,3.4e-05,3.7e-05,0.11875
2.4999999999999998e-05,5.4999999999999995e-05,1.9999999999999998e-05,2.4999999999999998e-05,-4.9999999999999996e-06,1.2e-05,2.9999999999999997e-05,3.7999999999999995e-05,0.125
1.8e-05,4.4999999999999996e-05,1.1e-05,1.6e-05,-1.6e-05,1e-06,1.7e-05,2.9e-05,0.13125
2.1e-05,3.9999999999999996e-05,1.3e-05,1.6e-05,-2.2e-05,-4e-06,1.4999999999999999e-05,2.6e-05,0.1375
4e-06,2.7e-05,-4.9999999999999996e-06,4.9999999999999996e-06,-3.9999999999999996e-05,-2.1e-05,-2e-06,1.3e-05,0.14375
1.4e-05,4.1e-05,6e-06,2.1e-05,-2.4999999999999998e-05,-1.2e-05,8e-06,2.4e-05,0.15
