timestamp,event,label
0.0,cue_on,0
2.0,mi_start,0
6.0,mi_end,0
6.0,cue_on,1
8.0,mi_start,1
12.0,mi_end,1
12.0,cue_on,0
14.0,mi_start,0
18.0,mi_end,0
18.0,cue_on,2
20.0,mi_start,2
24.0,mi_end,2
24.0,cue_on,0
26.0,mi_start,0
30.0,mi_end,0
30.0,cue_on,1
32.0,mi_start,1
36.0,mi_end,1
36.0,cue_on,0
38.0,mi_start,0
42.0,mi_end,0
42.0,cue_on,3
44.0,mi_start,3
48.0,mi_end,3
48.0,cue_on,0
50.0,mi_start,0
54.0,mi_end,0
54.0,cue_on,3
56.0,mi_start,3
60.0,mi_end,3
60.0,cue_on,0
62.0,mi_start,0
66.0,mi_end,0
66.0,cue_on,2
68.0,mi_start,2
72.0,mi_end,2
72.0,cue_on,0
74.0,mi_start,0
78.0,mi_end,0
78.0,cue_on,3
80.0,mi_start,3
84.0,mi_end,3
84.0,cue_on,0
86.0,mi_start,0
90.0,mi_end,0
90.0,cue_on,1
92.0,mi_start,1
96.0,mi_end,1
96.0,cue_on,0
98.0,mi_start,0
102.0,mi_end,0
102.0,cue_on,2
104.0,mi_start,2
108.0,mi_end,2
108.0,cue_on,0
110.0,mi_start,0
114.0,mi_end,0
114.0,cue_on,2
116.0,mi_start,2
120.0,mi_end,2
120.0,cue_on,0
122.0,mi_start,0
126.0,mi_end,0
126.0,cue_on,3
128.0,mi_start,3
132.0,mi_end,3
132.0,cue_on,0
134.0,mi_start,0
138.0,mi_end,0
138.0,cue_on,2
140.0,mi_start,2
144.0,mi_end,2
144.0,cue_on,0
146.0,mi_start,0
150.0,mi_end,0
150.0,cue_on,1
152.0,mi_start,1
156.0,mi_end,1
156.0,cue_on,0
158.0,mi_start,0
162.0,mi_end,0
162.0,cue_on,3
164.0,mi_start,3
168.0,mi_end,3
168.0,cue_on,0
170.0,mi_start,0
174.0,mi_end,0
174.0,cue_on,1
176.0,mi_start,1
180.0,mi_end,1
