timestamp,event,label
0.0,cue_on,0
2.0,mi_start,0
6.0,mi_end,0
6.0,cue_on,3
8.0,mi_start,3
12.0,mi_end,3
12.0,cue_on,0
14.0,mi_start,0
18.0,mi_end,0
18.0,cue_on,1
20.0,mi_start,1
24.0,mi_end,1
24.0,cue_on,0
26.0,mi_start,0
30.0,mi_end,0
30.0,cue_on,1
32.0,mi_start,1
36.0,mi_end,1
36.0,cue_on,0
38.0,mi_start,0
42.0,mi_end,0
42.0,cue_on,2
44.0,mi_start,2
48.0,mi_end,2
48.0,cue_on,0
50.0,mi_start,0
54.0,mi_end,0
54.0,cue_on,2
56.0,mi_start,2
60.0,mi_end,2
60.0,cue_on,0
62.0,mi_start,0
66.0,mi_end,0
66.0,cue_on,2
68.0,mi_start,2
72.0,mi_end,2
72.0,cue_on,0
74.0,mi_start,0
78.0,mi_end,0
78.0,cue_on,3
80.0,mi_start,3
84.0,mi_end,3
84.0,cue_on,0
86.0,mi_start,0
90.0,mi_end,0
90.0,cue_on,3
92.0,mi_start,3
96.0,mi_end,3
96.0,cue_on,0
98.0,mi_start,0
102.0,mi_end,0
102.0,cue_on,1
104.0,mi_start,1
108.0,mi_end,1
108.0,cue_on,0
110.0,mi_start,0
114.0,mi_end,0
114.0,cue_on,2
116.0,mi_start,2
120.0,mi_end,2
120.0,cue_on,0
122.0,mi_start,0
126.0,mi_end,0
126.0,cue_on,3
128.0,mi_start,3
132.0,mi_end,3
132.0,cue_on,0
134.0,mi_start,0
138.0,mi_end,0
138.0,cue_on,2
140.0,mi_start,2
144.0,mi_end,2
144.0,cue_on,0
146.0,mi_start,0
150.0,mi_end,0
150.0,cue_on,2
152.0,mi_start,2
156.0,mi_end,2
156.0,cue_on,0
158.0,mi_start,0
162.0,mi_end,0
162.0,cue_on,1
164.0,mi_start,1
168.0,mi_end,1
168.0,cue_on,0
170.0,mi_start,0
174.0,mi_end,0
174.0,cue_on,2
176.0,mi_start,2
180.0,mi_end,2
180.0,cue_on,0
182.0,mi_start,0
186.0,mi_end,0
186.0,cue_on,1
188.0,mi_start,1
192.0,mi_end,1
192.0,cue_on,0
194.0,mi_start,0
198.0,mi_end,0
198.0,cue_on,3
200.0,mi_start,3
204.0,mi_end,3
204.0,cue_on,0
206.0,mi_start,0
210.0,mi_end,0
210.0,cue_on,1
212.0,mi_start,1
216.0,mi_end,1
216.0,cue_on,0
218.0,mi_start,0
222.0,mi_end,0
222.0,cue_on,2
224.0,mi_start,2
228.0,mi_end,2
228.0,cue_on,0
230.0,mi_start,0
234.0,mi_end,0
234.0,cue_on,1
236.0,mi_start,1
240.0,mi_end,1
240.0,cue_on,0
242.0,mi_start,0
246.0,mi_end,0
246.0,cue_on,1
248.0,mi_start,1
252.0,mi_end,1
252.0,cue_on,0
254.0,mi_start,0
258.0,mi_end,0
258.0,cue_on,3
260.0,mi_start,3
264.0,mi_end,3
